id,bic,name
ke_bank844,14 - Kenyatta Market,K-Rep Bank Limited
ke_bank845,15 - Kisii,K-Rep Bank Limited
ke_bank846,16 - CHUKA,K-Rep Bank Limited
ke_bank847,17 - Kitui,K-Rep Bank Limited
ke_bank848,18 - Machakos,K-Rep Bank Limited
ke_bank849,19 - Nanyuki,K-Rep Bank Limited
ke_bank850,20 - Kangemi,K-Rep Bank Limited
ke_bank851,21 - Email,K-Rep Bank Limited
ke_bank852,22 - Naivasha,K-Rep Bank Limited
ke_bank853,23 - Nyahururu,K-Rep Bank Limited
ke_bank854,24 - Isiolo,K-Rep Bank Limited
ke_bank855,25 - Meru,K-Rep Bank Limited
ke_bank856,26 - Kitale,K-Rep Bank Limited
ke_bank857,27 - Kibwezi,K-Rep Bank Limited
ke_bank858,28 - Bungoma,K-Rep Bank Limited
ke_bank859,29 - Kajiado,K-Rep Bank Limited
ke_bank860,30 - Nkubu,K-Rep Bank Limited
ke_bank861,31 - Mtwapa,K-Rep Bank Limited
ke_bank862,32 - Busia,K-Rep Bank Limited
ke_bank863,33 - Moi Nbi,K-Rep Bank Limited
ke_bank864,34 - Mwea,K-Rep Bank Limited
ke_bank865,35 - Kengeleni,K-Rep Bank Limited
ke_bank866,36 - Kilimani,K-Rep Bank Limited
ke_bank867,37 - Rongai,K-Rep Bank Limited
ke_bank868,91 - Eastleigh ,Kenya Commercial Bank Limited
ke_bank869,92 - KCB CPC,Kenya Commercial Bank Limited
ke_bank870,94 - Head Office ,Kenya Commercial Bank Limited
ke_bank871,95 - Wote ,Kenya Commercial Bank Limited
ke_bank872,96 - Head Office Finance,Kenya Commercial Bank Limited
ke_bank873,100 - Moi Avenue Nairobi ,Kenya Commercial Bank Limited
ke_bank874,101 - Kipande House ,Kenya Commercial Bank Limited
ke_bank875,102 - Treasury Sq Mombasa ,Kenya Commercial Bank Limited
ke_bank876,103 - Nakuru ,Kenya Commercial Bank Limited
ke_bank877,104 - Kicc ,Kenya Commercial Bank Limited
ke_bank878,105 - Kisumu ,Kenya Commercial Bank Limited
ke_bank879,106 - Kericho ,Kenya Commercial Bank Limited
ke_bank880,107 - Tom Mboya ,Kenya Commercial Bank Limited
ke_bank881,108 - Thika ,Kenya Commercial Bank Limited
ke_bank882,109 - Eldoret ,Kenya Commercial Bank Limited
ke_bank883,110 - Kakamega ,Kenya Commercial Bank Limited
ke_bank884,111 - Kilindini Mombasa ,Kenya Commercial Bank Limited
ke_bank885,112 - Nyeri ,Kenya Commercial Bank Limited
ke_bank886,113 - Industrial Area Nairobi ,Kenya Commercial Bank Limited
ke_bank887,114 - River Road ,Kenya Commercial Bank Limited
ke_bank888,115 - Muranga ,Kenya Commercial Bank Limited
ke_bank889,116 - Embu ,Kenya Commercial Bank Limited
ke_bank890,117 - Kangema ,Kenya Commercial Bank Limited
ke_bank891,119 - Kiambu ,Kenya Commercial Bank Limited
ke_bank892,120 - Karatina ,Kenya Commercial Bank Limited
ke_bank893,121 - Siaya ,Kenya Commercial Bank Limited
ke_bank894,122 - Nyahururu ,Kenya Commercial Bank Limited
ke_bank895,123 - Meru ,Kenya Commercial Bank Limited
ke_bank896,124 - Mumias ,Kenya Commercial Bank Limited
ke_bank897,125 - Nanyuki ,Kenya Commercial Bank Limited
ke_bank898,127 - Moyale ,Kenya Commercial Bank Limited
ke_bank899,129 - Kikuyu ,Kenya Commercial Bank Limited
ke_bank900,130 - Tala ,Kenya Commercial Bank Limited
ke_bank901,131 - Kajiado ,Kenya Commercial Bank Limited
ke_bank902,133 - KCB Custody services,Kenya Commercial Bank Limited
ke_bank903,134 - Matuu ,Kenya Commercial Bank Limited
ke_bank904,135 - Kitui ,Kenya Commercial Bank Limited
ke_bank905,136 - Mvita ,Kenya Commercial Bank Limited
ke_bank906,137 - Jogoo Rd Nairobi ,Kenya Commercial Bank Limited
ke_bank907,139 - Card Centre ,Kenya Commercial Bank Limited
ke_bank908,140 - Marsabit ,Kenya Commercial Bank Limited
ke_bank909,141 - Sarit Centre ,Kenya Commercial Bank Limited
ke_bank910,142 - Loitokitok ,Kenya Commercial Bank Limited
ke_bank911,143 - Nandi Hills ,Kenya Commercial Bank Limited
ke_bank912,144 - Lodwar ,Kenya Commercial Bank Limited
ke_bank913,145 - Un Gigiri ,Kenya Commercial Bank Limited
ke_bank914,146 - Hola ,Kenya Commercial Bank Limited
ke_bank915,147 - Ruiru ,Kenya Commercial Bank Limited
ke_bank916,148 - Mwingi ,Kenya Commercial Bank Limited
ke_bank917,149 - Kitale ,Kenya Commercial Bank Limited
ke_bank918,150 - Mandera ,Kenya Commercial Bank Limited
ke_bank919,151 - Kapenguria ,Kenya Commercial Bank Limited
ke_bank920,152 - Kabarnet ,Kenya Commercial Bank Limited
ke_bank921,153 - Wajir ,Kenya Commercial Bank Limited
ke_bank922,154 - Maralal ,Kenya Commercial Bank Limited
ke_bank923,155 - Limuru ,Kenya Commercial Bank Limited
ke_bank924,157 - Ukunda ,Kenya Commercial Bank Limited
ke_bank925,158 - Iten ,Kenya Commercial Bank Limited
ke_bank926,159 - Gilgil ,Kenya Commercial Bank Limited
ke_bank927,161 - Ongata Rongai ,Kenya Commercial Bank Limited
ke_bank928,162 - Kitengela ,Kenya Commercial Bank Limited
ke_bank929,163 - Eldama Ravine ,Kenya Commercial Bank Limited
ke_bank930,164 - Kibwezi ,Kenya Commercial Bank Limited
ke_bank931,166 - Kapsabet ,Kenya Commercial Bank Limited
ke_bank932,167 - University Way ,Kenya Commercial Bank Limited
ke_bank933,168 - KCB Eldoret West,Kenya Commercial Bank Limited
ke_bank934,169 - Garissa ,Kenya Commercial Bank Limited
ke_bank935,173 - Lamu ,Kenya Commercial Bank Limited
ke_bank936,174 - Kilifi ,Kenya Commercial Bank Limited
ke_bank937,175 - Milimani ,Kenya Commercial Bank Limited
ke_bank938,176 - Nyamira ,Kenya Commercial Bank Limited
ke_bank939,177 - Mukuruweini ,Kenya Commercial Bank Limited
ke_bank940,180 - Village Market ,Kenya Commercial Bank Limited
ke_bank941,181 - Bomet ,Kenya Commercial Bank Limited
ke_bank942,183 - Mbale ,Kenya Commercial Bank Limited
ke_bank943,184 - Narok ,Kenya Commercial Bank Limited
ke_bank944,185 - Othaya ,Kenya Commercial Bank Limited
ke_bank945,186 - Voi ,Kenya Commercial Bank Limited
ke_bank946,188 - Webuye ,Kenya Commercial Bank Limited
ke_bank947,189 - Sotik ,Kenya Commercial Bank Limited
ke_bank948,190 - Naivasha ,Kenya Commercial Bank Limited
ke_bank949,191 - Kisii ,Kenya Commercial Bank Limited
ke_bank950,192 - Migori ,Kenya Commercial Bank Limited
ke_bank951,193 - Githunguri ,Kenya Commercial Bank Limited
ke_bank952,194 - Machakos ,Kenya Commercial Bank Limited
ke_bank953,195 - Kerugoya ,Kenya Commercial Bank Limited
ke_bank954,196 - Chuka ,Kenya Commercial Bank Limited
ke_bank955,197 - Bungoma ,Kenya Commercial Bank Limited
ke_bank956,198 - Wundanyi ,Kenya Commercial Bank Limited
ke_bank957,199 - Malindi ,Kenya Commercial Bank Limited
ke_bank958,201 - Capital Hill ,Kenya Commercial Bank Limited
ke_bank959,202 - Karen ,Kenya Commercial Bank Limited
ke_bank960,203 - Lokichogio ,Kenya Commercial Bank Limited
ke_bank961,204 - Gateway Msa Road ,Kenya Commercial Bank Limited
ke_bank962,205 - Buruburu ,Kenya Commercial Bank Limited
ke_bank963,206 - Chogoria ,Kenya Commercial Bank Limited
ke_bank964,207 - Kangare ,Kenya Commercial Bank Limited
ke_bank965,208 - Kianyaga ,Kenya Commercial Bank Limited
ke_bank966,209 - Nkubu ,Kenya Commercial Bank Limited
ke_bank967,210 - Ol Kalou ,Kenya Commercial Bank Limited
ke_bank968,211 - Makuyu ,Kenya Commercial Bank Limited
ke_bank969,212 - Mwea ,Kenya Commercial Bank Limited
ke_bank970,213 - Njambini ,Kenya Commercial Bank Limited
ke_bank971,214 - Gatundu ,Kenya Commercial Bank Limited
ke_bank972,215 - Emali ,Kenya Commercial Bank Limited
ke_bank973,216 - Isiolo ,Kenya Commercial Bank Limited
ke_bank974,217 - KCB Flamingo,Kenya Commercial Bank Limited
ke_bank975,218 - Njoro ,Kenya Commercial Bank Limited
ke_bank976,219 - Mutomo ,Kenya Commercial Bank Limited
ke_bank977,220 - Mariakani ,Kenya Commercial Bank Limited
ke_bank978,221 - Mpeketoni ,Kenya Commercial Bank Limited
ke_bank979,222 - Mtitu Andei ,Kenya Commercial Bank Limited
ke_bank980,223 - Mtwapa ,Kenya Commercial Bank Limited
ke_bank981,224 - Taveta ,Kenya Commercial Bank Limited
ke_bank982,225 - Kengeleni ,Kenya Commercial Bank Limited
ke_bank983,226 - Garsen ,Kenya Commercial Bank Limited
ke_bank984,227 - Watamu ,Kenya Commercial Bank Limited
ke_bank985,228 - Bondo ,Kenya Commercial Bank Limited
ke_bank986,229 - Busia ,Kenya Commercial Bank Limited
ke_bank987,230 - Homa Bay ,Kenya Commercial Bank Limited
ke_bank988,231 - Kapsowar ,Kenya Commercial Bank Limited
ke_bank989,232 - Kehancha ,Kenya Commercial Bank Limited
ke_bank990,233 - Keroka ,Kenya Commercial Bank Limited
ke_bank991,234 - Kilgoris ,Kenya Commercial Bank Limited
ke_bank992,235 - Kimilili ,Kenya Commercial Bank Limited
ke_bank993,236 - Litein ,Kenya Commercial Bank Limited
ke_bank994,237 - Londiani Branch ,Kenya Commercial Bank Limited
ke_bank995,238 - Luanda ,Kenya Commercial Bank Limited
ke_bank996,239 - Malaba ,Kenya Commercial Bank Limited
ke_bank997,240 - Muhoroni ,Kenya Commercial Bank Limited
ke_bank998,241 - Oyugis ,Kenya Commercial Bank Limited
ke_bank999,242 - Ugunja ,Kenya Commercial Bank Limited
ke_bank1000,243 - United Mall ,Kenya Commercial Bank Limited
ke_bank1001,244 - Serem ,Kenya Commercial Bank Limited
ke_bank1002,245 - Sondu ,Kenya Commercial Bank Limited
ke_bank1003,246 - Kisumu West ,Kenya Commercial Bank Limited
ke_bank1004,247 - Marigat ,Kenya Commercial Bank Limited
ke_bank1005,248 - Mois Bridge ,Kenya Commercial Bank Limited
ke_bank1006,249 - Mashariki ,Kenya Commercial Bank Limited
ke_bank1007,250 - Naro Moro ,Kenya Commercial Bank Limited
ke_bank1008,251 - Kiriaini ,Kenya Commercial Bank Limited
ke_bank1009,252 - Egerton University ,Kenya Commercial Bank Limited
ke_bank1010,253 - Maua ,Kenya Commercial Bank Limited
ke_bank1011,254 - Kawangare ,Kenya Commercial Bank Limited
ke_bank1012,255 - Kimathi ,Kenya Commercial Bank Limited
ke_bank1013,256 - Namanga ,Kenya Commercial Bank Limited
ke_bank1014,257 - Gikomba ,Kenya Commercial Bank Limited
ke_bank1015,258 - Kwale ,Kenya Commercial Bank Limited
ke_bank1016,259 - Prestige Plaza ,Kenya Commercial Bank Limited
ke_bank1017,260 - Kariobangi ,Kenya Commercial Bank Limited
ke_bank1018,263 - Biashara Street ,Kenya Commercial Bank Limited
ke_bank1019,266 - Ngara ,Kenya Commercial Bank Limited
ke_bank1020,267 - Kyuso ,Kenya Commercial Bank Limited
ke_bank1021,270 - Masii ,Kenya Commercial Bank Limited
ke_bank1022,271 - Menengai Crater,Kenya Commercial Bank Limited
ke_bank1023,272 - Town Centre ,Kenya Commercial Bank Limited
ke_bank1024,278 - Makindu ,Kenya Commercial Bank Limited
ke_bank1025,283 - Rongo ,Kenya Commercial Bank Limited
ke_bank1026,284 - Isibania ,Kenya Commercial Bank Limited
ke_bank1027,285 - Kiserian ,Kenya Commercial Bank Limited
ke_bank1028,286 - Mwembe Tayari ,Kenya Commercial Bank Limited
ke_bank1029,287 - Kisauni ,Kenya Commercial Bank Limited
ke_bank1030,288 - Haile Selassie ,Kenya Commercial Bank Limited
ke_bank1031,289 - Salama House Mortgage Centre,Kenya Commercial Bank Limited
ke_bank1032,290 - Garden Plaza ,Kenya Commercial Bank Limited
ke_bank1033,291 - Sarit Centre Mortgage Centre,Kenya Commercial Bank Limited
ke_bank1034,292 - Cpc Bulk Corporate Cheques ,Kenya Commercial Bank Limited
ke_bank1035,293 - Trade Services,Kenya Commercial Bank Limited
ke_bank1036,295 - Nairobi High Court,Kenya Commercial Bank Limited
ke_bank1037,296 - Mombasa High Court,Kenya Commercial Bank Limited
ke_bank1038,297 - Kisumu Airport,Kenya Commercial Bank Limited
ke_bank1039,298 - Port Victoria,Kenya Commercial Bank Limited
ke_bank1040,299 - Moi International Airport,Kenya Commercial Bank Limited
ke_bank1041,300 - Nyali,Kenya Commercial Bank Limited
ke_bank1042,301 - Westgate Advantage,Kenya Commercial Bank Limited
ke_bank1043,302 - Diaspora ,Kenya Commercial Bank Limited
ke_bank1044,303 - Kisii West ,Kenya Commercial Bank Limited
ke_bank1045,304 - Mbita,Kenya Commercial Bank Limited
ke_bank1046,305 - Sori,Kenya Commercial Bank Limited
ke_bank1047,306 - Hurlingham,Kenya Commercial Bank Limited
ke_bank1048,307 - Kibera,Kenya Commercial Bank Limited
ke_bank1049,308 - Thika Road Mall Branch,Kenya Commercial Bank Limited
ke_bank1050,309 - Kasarani Branch,Kenya Commercial Bank Limited
ke_bank1051,310 - KCB Maasai Mara,Kenya Commercial Bank Limited
ke_bank1052,311 - KCB Kabartonjo,Kenya Commercial Bank Limited
ke_bank1053,312 - KCB Eldoret East,Kenya Commercial Bank Limited
ke_bank1054,313 - Kikim,Kenya Commercial Bank Limited
ke_bank1055,314 - KCB JKUAT,Kenya Commercial Bank Limited
ke_bank1056,315 - KCB Changamwe,Kenya Commercial Bank Limited
ke_bank1057,316 - KCB Makongeni,Kenya Commercial Bank Limited
ke_bank1058,317 - KCB Syokimau,Kenya Commercial Bank Limited
ke_bank1059,318 - KCB Moi Referral Hospital,Kenya Commercial Bank Limited
ke_bank1060,319 - KCB Kitale Advantage,Kenya Commercial Bank Limited
ke_bank1061,320 - KCB Lavington,Kenya Commercial Bank Limited
ke_bank1062,321 - KCB ICD Kibarani,Kenya Commercial Bank Limited
ke_bank1063,322 - KCB Riverside Advantage,Kenya Commercial Bank Limited
ke_bank1064,323 - KCB Gigiri Square,Kenya Commercial Bank Limited
ke_bank1065,0 - Head Office ,Middle East Bank Kenya Limited
ke_bank1066,1 - Nairobi ,Middle East Bank Kenya Limited
ke_bank1067,2 - Mombasa ,Middle East Bank Kenya Limited
ke_bank1068,3 - Milimani ,Middle East Bank Kenya Limited
ke_bank1069,4 - Industrial Area,Middle East Bank Kenya Limited
ke_bank1070,5 - Eldoret,Middle East Bank Kenya Limited
ke_bank1071,0 - Head Office,NIC Bank Limited
ke_bank1072,101 - City Centre,NIC Bank Limited
ke_bank1073,102 - NIC House,NIC Bank Limited
ke_bank1074,103 - Harbour House ,NIC Bank Limited
ke_bank1075,104 - Head Office-Fargo,NIC Bank Limited
ke_bank1076,105 - Westlands ,NIC Bank Limited
ke_bank1077,106 - The Junction Br. ,NIC Bank Limited
ke_bank1078,107 - Nakuru ,NIC Bank Limited
ke_bank1079,108 - Nyali ,NIC Bank Limited
ke_bank1080,109 - Nkrumah Road ,NIC Bank Limited
ke_bank1081,110 - Harambee ,NIC Bank Limited
ke_bank1082,111 - Prestige - Ngong Road ,NIC Bank Limited
ke_bank1083,112 - Kisumu ,NIC Bank Limited
ke_bank1084,113 - Thika ,NIC Bank Limited
ke_bank1085,114 - Meru,NIC Bank Limited
ke_bank1086,115 - Galleria (bomas ,NIC Bank Limited
ke_bank1087,116 - ELDORET,NIC Bank Limited
ke_bank1088,117 - VILLAGE MARKET,NIC Bank Limited
ke_bank1089,118 - SAMEER PARK,NIC Bank Limited
ke_bank1090,119 - Karen,NIC Bank Limited
ke_bank1091,121 - Taj Mall,NIC Bank Limited
ke_bank1092,122 - ABC,NIC Bank Limited
ke_bank1093,123 - Thika Road Mall ,NIC Bank Limited
ke_bank1094,124 - Changamwe Branch,NIC Bank Limited
ke_bank1095,125 - Kenyatta Avenue,NIC Bank Limited
ke_bank1096,126 - Riverside,NIC Bank Limited
ke_bank1097,127 - Machakos,NIC Bank Limited
ke_bank1098,128 - Lunga Lunga,NIC Bank Limited
ke_bank1099,0 - Central Business Unit,National Bank of Kenya Limited
ke_bank1100,2 - Kenyatta,National Bank of Kenya Limited
ke_bank1101,3 - Harambee ,National Bank of Kenya Limited
ke_bank1102,4 - Hill ,National Bank of Kenya Limited
ke_bank1103,5 - Busia ,National Bank of Kenya Limited
ke_bank1104,6 - Kiambu,National Bank of Kenya Limited
ke_bank1105,7 - Meru ,National Bank of Kenya Limited
ke_bank1106,8 - Karatina ,National Bank of Kenya Limited
ke_bank1107,9 - Narok ,National Bank of Kenya Limited
ke_bank1108,10 - Kisii ,National Bank of Kenya Limited
ke_bank1109,11 - Malindi ,National Bank of Kenya Limited
ke_bank1110,12 - Nyeri ,National Bank of Kenya Limited
ke_bank1111,13 - Kitale ,National Bank of Kenya Limited
ke_bank1112,15 - Eastleigh,National Bank of Kenya Limited
ke_bank1113,16 - Limuru ,National Bank of Kenya Limited
ke_bank1114,17 - Kitui ,National Bank of Kenya Limited
ke_bank1115,18 - Molo ,National Bank of Kenya Limited
ke_bank1116,19 - Bungoma ,National Bank of Kenya Limited
ke_bank1117,20 - Nkrumah,National Bank of Kenya Limited
ke_bank1118,21 - Kapsabet ,National Bank of Kenya Limited
ke_bank1119,22 - Awendo ,National Bank of Kenya Limited
ke_bank1120,23 - Portway-msa ,National Bank of Kenya Limited
ke_bank1121,25 - Hospital Br. ,National Bank of Kenya Limited
ke_bank1122,26 - Ruiru ,National Bank of Kenya Limited
ke_bank1123,27 - Ongata Rongai ,National Bank of Kenya Limited
ke_bank1124,28 - Embu ,National Bank of Kenya Limited
ke_bank1125,29 - Kakamega ,National Bank of Kenya Limited
ke_bank1126,30 - Nakuru ,National Bank of Kenya Limited
ke_bank1127,31 - Ukunda ,National Bank of Kenya Limited
ke_bank1128,32 - Upper Hill ,National Bank of Kenya Limited
ke_bank1129,33 - Nandi Hills ,National Bank of Kenya Limited
ke_bank1130,34 - Migori ,National Bank of Kenya Limited
ke_bank1131,35 - Westlands ,National Bank of Kenya Limited
ke_bank1132,36 - Times Tower,National Bank of Kenya Limited
ke_bank1133,37 - Maua,National Bank of Kenya Limited
ke_bank1134,38 - WILSON AIRPORT,National Bank of Kenya Limited
ke_bank1135,39 - J.K.I.A.,National Bank of Kenya Limited
ke_bank1136,40 - Eldoret ,National Bank of Kenya Limited
ke_bank1137,41 - MOIS BRIDGE,National Bank of Kenya Limited
ke_bank1138,42 - MUTOMO,National Bank of Kenya Limited
ke_bank1139,43 - KIANJAI,National Bank of Kenya Limited
ke_bank1140,44 - KENYATTA UNIVERSITY,National Bank of Kenya Limited
ke_bank1141,45 - ST PAULS UNIVERSITY,National Bank of Kenya Limited
ke_bank1142,46 - MOI UNIVERSITY ELDORET,National Bank of Kenya Limited
ke_bank1143,47 - MOI INT AIRPORT MOMBASA,National Bank of Kenya Limited
ke_bank1144,48 - Machakos,National Bank of Kenya Limited
ke_bank1145,49 - Kitengela,National Bank of Kenya Limited
ke_bank1146,50 - Kisumu ,National Bank of Kenya Limited
ke_bank1147,51 - Mtwapa,National Bank of Kenya Limited
ke_bank1148,52 - Changamwe,National Bank of Kenya Limited
ke_bank1149,53 - Garissa,National Bank of Kenya Limited
ke_bank1150,54 - Thika,National Bank of Kenya Limited
ke_bank1151,55 - Momasa Polytechnic University College,National Bank of Kenya Limited
ke_bank1152,56 - Bomet,National Bank of Kenya Limited
ke_bank1153,58 - Greenspan,National Bank of Kenya Limited
ke_bank1154,59 - Sameer Park,National Bank of Kenya Limited
ke_bank1155,60 - SEKU,National Bank of Kenya Limited
ke_bank1156,61 - Ngong Road,National Bank of Kenya Limited
ke_bank1157,62 - Moi Avenue,National Bank of Kenya Limited
ke_bank1158,63 - Mountain Mall,National Bank of Kenya Limited
ke_bank1159,65 - Nyali Centre,National Bank of Kenya Limited
ke_bank1160,66 - Kilifi,National Bank of Kenya Limited
ke_bank1161,67 - South C Branch- KEBS,National Bank of Kenya Limited
ke_bank1162,68 - Kericho,National Bank of Kenya Limited
ke_bank1163,70 - Isiolo,National Bank of Kenya Limited
ke_bank1164,71 - South C - Red Cross,National Bank of Kenya Limited
ke_bank1165,72 - Kisumu,National Bank of Kenya Limited
ke_bank1166,73 - Yaya Centre,National Bank of Kenya Limited
ke_bank1167,74 - Gigiri,National Bank of Kenya Limited
ke_bank1168,93 - Wajir,National Bank of Kenya Limited
ke_bank1169,94 - Bondeni,National Bank of Kenya Limited
ke_bank1170,95 - Lunga Lunga,National Bank of Kenya Limited
ke_bank1171,96 - Mandera,National Bank of Kenya Limited
ke_bank1172,98 - Card Centre ,National Bank of Kenya Limited
ke_bank1173,99 - Head Office,National Bank of Kenya Limited
ke_bank1174,198 - Central CLearing Centre,National Bank of Kenya Limited
ke_bank1175,200 - Head Office Amanah,National Bank of Kenya Limited
ke_bank1176,201 - Card Centre Amanah,National Bank of Kenya Limited
ke_bank1177,202 - Eastleigh Amanah,National Bank of Kenya Limited
ke_bank1178,203 - Kenyatta Ave Amanah,National Bank of Kenya Limited
ke_bank1179,204 - Wajir Amanah,National Bank of Kenya Limited
ke_bank1180,205 - Bondeni Amanah,National Bank of Kenya Limited
ke_bank1181,206 - Garissa Amanah,National Bank of Kenya Limited
ke_bank1182,207 - Mandera Amanah,National Bank of Kenya Limited
ke_bank1183,208 - Isiolo Amanah,National Bank of Kenya Limited
ke_bank1184,0 - Head Office ,Paramount Universal Bank Limited
ke_bank1185,1 - Westlands ,Paramount Universal Bank Limited
ke_bank1186,2 - Parklands ,Paramount Universal Bank Limited
ke_bank1187,3 - Koinange Street ,Paramount Universal Bank Limited
ke_bank1188,4 - Mombasa ,Paramount Universal Bank Limited
ke_bank1189,6 - Eldoret,Paramount Universal Bank Limited
ke_bank1190,7 - Industrial Area,Paramount Universal Bank Limited
ke_bank1191,0 - H/o Riverside , Prime Bank Limited
ke_bank1192,1 - Kenindia , Prime Bank Limited
ke_bank1193,2 - Biashara , Prime Bank Limited
ke_bank1194,3 - Mombasa , Prime Bank Limited
ke_bank1195,4 - Westlands , Prime Bank Limited
ke_bank1196,5 - Industrial Area , Prime Bank Limited
ke_bank1197,6 - Kisumu , Prime Bank Limited
ke_bank1198,7 - Parklands , Prime Bank Limited
ke_bank1199,8 - Riverside Drive , Prime Bank Limited
ke_bank1200,9 - Card Centre , Prime Bank Limited
ke_bank1201,10 - Hurlingham , Prime Bank Limited
ke_bank1202,11 - Capital Centre , Prime Bank Limited
ke_bank1203,12 - Nyali , Prime Bank Limited
ke_bank1204,14 - Kamukunji , Prime Bank Limited
ke_bank1205,15 - Eldoret, Prime Bank Limited
ke_bank1206,16 - Karen , Prime Bank Limited
ke_bank1207,17 - Nakuru , Prime Bank Limited
ke_bank1208,18 - Gigiri, Prime Bank Limited
ke_bank1209,19 - Thika, Prime Bank Limited
ke_bank1210,0 - Eldoret ,Standard Chartered Bank Kenya Limited
ke_bank1211,1 - Kericho ,Standard Chartered Bank Kenya Limited
ke_bank1212,2 - Kisumu ,Standard Chartered Bank Kenya Limited
ke_bank1213,3 - Kitale ,Standard Chartered Bank Kenya Limited
ke_bank1214,4 - Treasury Square ,Standard Chartered Bank Kenya Limited
ke_bank1215,5 - Kilindini ,Standard Chartered Bank Kenya Limited
ke_bank1216,6 - Kenyatta Avenue ,Standard Chartered Bank Kenya Limited
ke_bank1217,8 - Moi Avenue ,Standard Chartered Bank Kenya Limited
ke_bank1218,9 - Nakuru ,Standard Chartered Bank Kenya Limited
ke_bank1219,10 - Nanyuki ,Standard Chartered Bank Kenya Limited
ke_bank1220,11 - Nyeri ,Standard Chartered Bank Kenya Limited
ke_bank1221,12 - Thika ,Standard Chartered Bank Kenya Limited
ke_bank1222,15 - Westlands ,Standard Chartered Bank Kenya Limited
ke_bank1223,16 - Machakos ,Standard Chartered Bank Kenya Limited
ke_bank1224,17 - Meru ,Standard Chartered Bank Kenya Limited
ke_bank1225,19 - Harambee Avenue ,Standard Chartered Bank Kenya Limited
ke_bank1226,20 - Kiambu ,Standard Chartered Bank Kenya Limited
